Control,State,County,Type,Type,Date,Post Data,Parcels
1276,AR,Desha,Deed,OTC,6/22/2013,n/a,70
4797,AR,Desha,Deed,OTC,7/30/2013,7/4/2013,25
1337,AR,Desha,Deed,OTC,1/8/2014,n/a,85
1379,AR,Desha,Deed,OTC,9/11/2014,n/a,101
1497,AR,Desha,Deed,OTC,12/30/2014,n/a,188
1393,AR,Desha,Deed,OTC,11/3/2015,n/a,112
3585,AR,Desha,Deed,n/a,5/1/2013,3/6/2013,53
7568,AR,Desha,Deed,n/a,5/7/2014,2/28/2014,92
11022,AR,Desha,Deed,n/a,5/20/2015,2/26/2015,62
14368,AR,Desha,Deed,n/a,5/4/2016,2/29/2016,62
1033,AR,Drew,Deed,OTC,12/14/2012,n/a,32
996,AR,Drew,Deed,OTC,4/12/2013,n/a,29
969,AR,Drew,Deed,OTC,6/22/2013,n/a,27
4798,AR,Drew,Deed,OTC,7/31/2013,7/4/2013,12
968,AR,Drew,Deed,OTC,1/8/2014,n/a,27
1008,AR,Drew,Deed,OTC,9/11/2014,n/a,30
1236,AR,Drew,Deed,OTC,12/30/2014,n/a,60
1059,AR,Drew,Deed,OTC,11/3/2015,n/a,35
3586,AR,Drew,Deed,n/a,5/2/2013,3/6/2013,38
7569,AR,Drew,Deed,n/a,5/8/2014,2/28/2014,43
11023,AR,Drew,Deed,n/a,5/21/2015,2/26/2015,53
14369,AR,Drew,Deed,n/a,5/5/2016,2/29/2016,27
865,AR,Faulkner,Deed,OTC,12/14/2012,n/a,19
838,AR,Faulkner,Deed,OTC,4/12/2013,n/a,17
799,AR,Faulkner,Deed,OTC,6/22/2013,n/a,15
5532,AR,Faulkner,Deed,OTC,10/28/2013,9/4/2013,22
852,AR,Faulkner,Deed,OTC,1/8/2014,n/a,18
981,AR,Faulkner,Deed,OTC,9/11/2014,n/a,28
907,AR,Faulkner,Deed,OTC,12/30/2014,n/a,22
459,AR,Faulkner,Deed,OTC,11/3/2015,n/a,6
2065,AR,Faulkner,Deed,n/a,9/11/2012,8/7/2012,76
4634,AR,Faulkner,Deed,n/a,7/30/2013,6/21/2013,93
8052,AR,Faulkner,Deed,n/a,7/1/2014,4/18/2014,84
11535,AR,Faulkner,Deed,n/a,6/16/2015,4/29/2015,113
14351,AR,Faulkner,Deed,n/a,4/19/2016,2/26/2016,121
322,AR,Franklin,Deed,OTC,12/14/2012,n/a,4
321,AR,Franklin,Deed,OTC,4/12/2013,n/a,4
320,AR,Franklin,Deed,OTC,6/22/2013,n/a,4
460,AR,Franklin,Deed,OTC,1/8/2014,n/a,6
388,AR,Franklin,Deed,OTC,9/11/2014,n/a,5
766,AR,Franklin,Deed,OTC,12/30/2014,n/a,14
244,AR,Franklin,Deed,OTC,11/3/2015,n/a,3
4635,AR,Franklin,Deed,n/a,9/18/2013,6/21/2013,25
5533,AR,Franklin,Deed,n/a,9/18/2013,9/4/2013,25
12468,AR,Franklin,Deed,n/a,9/16/2015,7/23/2015,32
14765,AR,Franklin,Deed,n/a,6/15/2016,4/25/2016,36
1867,AR,Fulton,Deed,OTC,12/14/2012,n/a,1797
1863,AR,Fulton,Deed,OTC,4/12/2013,n/a,1683
1859,AR,Fulton,Deed,OTC,6/22/2013,n/a,1622
5472,AR,Fulton,Deed,OTC,10/22/2013,8/26/2013,927
1892,AR,Fulton,Deed,OTC,1/8/2014,n/a,2520
1889,AR,Fulton,Deed,OTC,9/11/2014,n/a,2420
1952,AR,Fulton,Deed,OTC,12/30/2014,n/a,4537
1951,AR,Fulton,Deed,OTC,11/3/2015,n/a,4495
4636,AR,Fulton,Deed,n/a,7/24/2013,6/21/2013,1036
8873,AR,Fulton,Deed,n/a,8/13/2014,6/23/2014,1544
12469,AR,Fulton,Deed,n/a,8/19/2015,7/23/2015,748
1873,AR,Garland,Deed,OTC,12/14/2012,n/a,1921
1872,AR,Garland,Deed,OTC,4/12/2013,n/a,1894
1870,AR,Garland,Deed,OTC,6/22/2013,n/a,1837
4799,AR,Garland,Deed,OTC,7/8/2013,7/4/2013,415
1882,AR,Garland,Deed,OTC,1/8/2014,n/a,2164
1895,AR,Garland,Deed,OTC,9/11/2014,n/a,2600
1893,AR,Garland,Deed,OTC,12/30/2014,n/a,2566
1903,AR,Garland,Deed,OTC,11/3/2015,n/a,2764
3587,AR,Garland,Deed,n/a,4/9/2013,3/6/2013,548
7551,AR,Garland,Deed,n/a,4/15/2014,2/27/2014,964
11110,AR,Garland,Deed,n/a,5/5/2015,3/6/2015,1364
14370,AR,Garland,Deed,n/a,5/10/2016,2/29/2016,509
525,AR,Grant,Deed,OTC,12/14/2012,n/a,7
462,AR,Grant,Deed,OTC,4/12/2013,n/a,6
389,AR,Grant,Deed,OTC,6/22/2013,n/a,5
4800,AR,Grant,Deed,OTC,8/6/2013,7/4/2013,3
132,AR,Grant,Deed,OTC,1/8/2014,n/a,2
131,AR,Grant,Deed,OTC,9/11/2014,n/a,2
130,AR,Grant,Deed,OTC,12/30/2014,n/a,2
461,AR,Grant,Deed,OTC,11/3/2015,n/a,6
3588,AR,Grant,Deed,n/a,5/8/2013,3/6/2013,12
7570,AR,Grant,Deed,n/a,5/15/2014,2/28/2014,24
11024,AR,Grant,Deed,n/a,5/28/2015,2/26/2015,23
14371,AR,Grant,Deed,n/a,5/11/2016,2/29/2016,9
929,AR,Greene,Deed,OTC,12/14/2012,n/a,24
908,AR,Greene,Deed,OTC,4/12/2013,n/a,22
878,AR,Greene,Deed,OTC,6/22/2013,n/a,20
928,AR,Greene,Deed,OTC,1/8/2014,n/a,24
647,AR,Greene,Deed,OTC,9/11/2014,n/a,10
940,AR,Greene,Deed,OTC,11/3/2015,n/a,25
10567,AR,Greene,Deed,OTC,N/A,12/30/2014,10
4637,AR,Greene,Deed,n/a,8/6/2013,6/21/2013,47
8053,AR,Greene,Deed,n/a,7/22/2014,4/18/2014,67
11536,AR,Greene,Deed,n/a,7/28/2015,4/29/2015,57
15135,AR,Greene,Deed,n/a,8/9/2016,7/22/2016,46
1297,AR,Hempstead,Deed,OTC,12/14/2012,n/a,75
1273,AR,Hempstead,Deed,OTC,4/12/2013,n/a,69
1266,AR,Hempstead,Deed,OTC,6/22/2013,n/a,66
5242,AR,Hempstead,Deed,OTC,10/7/2013,8/11/2013,48
1332,AR,Hempstead,Deed,OTC,1/8/2014,n/a,84
1383,AR,Hempstead,Deed,OTC,9/11/2014,n/a,105
1368,AR,Hempstead,Deed,OTC,12/30/2014,n/a,98
1363,AR,Hempstead,Deed,OTC,11/3/2015,n/a,96
4638,AR,Hempstead,Deed,n/a,7/9/2013,6/21/2013,100
8054,AR,Hempstead,Deed,n/a,7/31/2014,4/18/2014,83
12470,AR,Hempstead,Deed,n/a,8/6/2015,7/23/2015,73
15144,AR,Hempstead,Deed,n/a,8/18/2016,7/25/2016,226
1318,AR,Hot Spring,Deed,OTC,12/14/2012,n/a,80
1303,AR,Hot Spring,Deed,OTC,4/12/2013,n/a,76
1302,AR,Hot Spring,Deed,OTC,6/22/2013,n/a,76
4801,AR,Hot Spring,Deed,OTC,8/21/2013,7/4/2013,65
1394,AR,Hot Spring,Deed,OTC,1/8/2014,n/a,112
1405,AR,Hot Spring,Deed,OTC,9/11/2014,n/a,120
1402,AR,Hot Spring,Deed,OTC,12/30/2014,n/a,118
1420,AR,Hot Spring,Deed,OTC,11/3/2015,n/a,129
3589,AR,Hot Spring,Deed,n/a,5/23/2013,3/6/2013,122
7552,AR,Hot Spring,Deed,n/a,4/22/2014,2/27/2014,58
11025,AR,Hot Spring,Deed,n/a,4/21/2015,2/26/2015,360
14352,AR,Hot Spring,Deed,n/a,4/20/2016,2/26/2016,76
526,AR,Howard,Deed,OTC,12/14/2012,n/a,7
246,AR,Howard,Deed,OTC,4/12/2013,n/a,3
245,AR,Howard,Deed,OTC,6/22/2013,n/a,3
463,AR,Howard,Deed,OTC,1/8/2014,n/a,6
133,AR,Howard,Deed,OTC,9/11/2014,n/a,2
390,AR,Howard,Deed,OTC,12/30/2014,n/a,5
323,AR,Howard,Deed,OTC,11/3/2015,n/a,4
4639,AR,Howard,Deed,n/a,8/14/2013,6/21/2013,24
8874,AR,Howard,Deed,n/a,9/4/2014,6/23/2014,25
12471,AR,Howard,Deed,n/a,9/10/2015,7/23/2015,20
14766,AR,Howard,Deed,n/a,6/2/2016,4/25/2016,20
879,AR,Independence,Deed,OTC,12/14/2012,n/a,20
698,AR,Independence,Deed,OTC,4/12/2013,n/a,12
648,AR,Independence,Deed,OTC,6/22/2013,n/a,10
767,AR,Independence,Deed,OTC,1/8/2014,n/a,14
528,AR,Independence,Deed,OTC,9/11/2014,n/a,7
527,AR,Independence,Deed,OTC,12/30/2014,n/a,7
324,AR,Independence,Deed,OTC,11/3/2015,n/a,4
4640,AR,Independence,Deed,n/a,8/21/2013,6/21/2013,38
8875,AR,Independence,Deed,n/a,8/6/2014,6/23/2014,24
12472,AR,Independence,Deed,n/a,8/12/2015,7/23/2015,46
15145,AR,Independence,Deed,n/a,8/24/2016,7/25/2016,130
1909,AR,Izard,Deed,OTC,12/14/2012,n/a,2910
1908,AR,Izard,Deed,OTC,4/12/2013,n/a,2881
1907,AR,Izard,Deed,OTC,6/22/2013,n/a,2878
5473,AR,Izard,Deed,OTC,10/23/2013,8/26/2013,499
1920,AR,Izard,Deed,OTC,1/8/2014,n/a,3344
1917,AR,Izard,Deed,OTC,9/11/2014,n/a,3285
1930,AR,Izard,Deed,OTC,12/30/2014,n/a,3857
1946,AR,Izard,Deed,OTC,11/3/2015,n/a,4275
4641,AR,Izard,Deed,n/a,7/25/2013,6/21/2013,533
8876,AR,Izard,Deed,n/a,8/14/2014,6/23/2014,641
12473,AR,Izard,Deed,n/a,8/20/2015,7/23/2015,515
1263,AR,Jackson,Deed,OTC,12/14/2012,n/a,65
1238,AR,Jackson,Deed,OTC,4/12/2013,n/a,60
1237,AR,Jackson,Deed,OTC,6/22/2013,n/a,60
1253,AR,Jackson,Deed,OTC,1/8/2014,n/a,62
1079,AR,Jackson,Deed,OTC,9/11/2014,n/a,37
997,AR,Jackson,Deed,OTC,12/30/2014,n/a,29
982,AR,Jackson,Deed,OTC,11/3/2015,n/a,28
4642,AR,Jackson,Deed,n/a,8/21/2013,6/21/2013,52
8877,AR,Jackson,Deed,n/a,8/6/2014,6/23/2014,47
12474,AR,Jackson,Deed,n/a,8/12/2015,7/23/2015,35
15146,AR,Jackson,Deed,n/a,8/24/2016,7/25/2016,90
1706,AR,Jefferson,Deed,OTC,12/14/2012,n/a,547
1800,AR,Jefferson,Deed,OTC,4/12/2013,n/a,1059
1798,AR,Jefferson,Deed,OTC,6/22/2013,n/a,1048
4802,AR,Jefferson,Deed,OTC,8/5/2013,7/4/2013,415
1838,AR,Jefferson,Deed,OTC,1/8/2014,n/a,1385
1854,AR,Jefferson,Deed,OTC,9/11/2014,n/a,1535
1853,AR,Jefferson,Deed,OTC,12/30/2014,n/a,1512
1865,AR,Jefferson,Deed,OTC,11/3/2015,n/a,1717
3590,AR,Jefferson,Deed,n/a,5/7/2013,3/6/2013,606
7571,AR,Jefferson,Deed,n/a,5/13/2014,2/28/2014,445
11026,AR,Jefferson,Deed,n/a,5/27/2015,2/26/2015,523
14372,AR,Jefferson,Deed,n/a,5/19/2016,2/29/2016,393
465,AR,Johnson,Deed,OTC,4/12/2013,n/a,6
464,AR,Johnson,Deed,OTC,6/22/2013,n/a,6
391,AR,Johnson,Deed,OTC,1/8/2014,n/a,5
812,AR,Johnson,Deed,OTC,11/3/2015,n/a,16
4643,AR,Johnson,Deed,n/a,9/18/2013,6/21/2013,14
5534,AR,Johnson,Deed,n/a,9/18/2013,9/4/2013,14
8878,AR,Johnson,Deed,n/a,9/10/2014,6/23/2014,15
12475,AR,Johnson,Deed,n/a,9/16/2015,7/23/2015,37
14767,AR,Johnson,Deed,n/a,6/15/2016,4/25/2016,23
941,AR,Lafayette,Deed,OTC,4/12/2013,n/a,25
956,AR,Lafayette,Deed,OTC,6/22/2013,n/a,26
5243,AR,Lafayette,Deed,OTC,10/8/2013,8/11/2013,15
1043,AR,Lafayette,Deed,OTC,1/8/2014,n/a,33
1080,AR,Lafayette,Deed,OTC,9/11/2014,n/a,37
1068,AR,Lafayette,Deed,OTC,12/30/2014,n/a,36
1122,AR,Lafayette,Deed,OTC,11/3/2015,n/a,42
4644,AR,Lafayette,Deed,n/a,7/10/2013,6/21/2013,34
8055,AR,Lafayette,Deed,n/a,7/29/2014,4/18/2014,52
12476,AR,Lafayette,Deed,n/a,8/4/2015,7/23/2015,51
15136,AR,Lafayette,Deed,n/a,8/16/2016,7/22/2016,40
1069,AR,Lawrence,Deed,OTC,4/12/2013,n/a,36
1060,AR,Lawrence,Deed,OTC,6/22/2013,n/a,35
5244,AR,Lawrence,Deed,OTC,11/5/2013,8/11/2013,14
1129,AR,Lawrence,Deed,OTC,1/8/2014,n/a,43
1128,AR,Lawrence,Deed,OTC,9/11/2014,n/a,43
1123,AR,Lawrence,Deed,OTC,12/30/2014,n/a,42
1187,AR,Lawrence,Deed,OTC,11/3/2015,n/a,52
4645,AR,Lawrence,Deed,n/a,8/7/2013,6/21/2013,42
8056,AR,Lawrence,Deed,n/a,7/23/2014,4/18/2014,54
11537,AR,Lawrence,Deed,n/a,7/29/2015,4/29/2015,40
15137,AR,Lawrence,Deed,n/a,8/10/2016,7/22/2016,655
1131,AR,Lee,Deed,OTC,4/12/2013,n/a,43
1130,AR,Lee,Deed,OTC,6/22/2013,n/a,43
4803,AR,Lee,Deed,OTC,8/13/2013,7/4/2013,13
1150,AR,Lee,Deed,OTC,1/8/2014,n/a,46
983,AR,Lee,Deed,OTC,9/11/2014,n/a,28
970,AR,Lee,Deed,OTC,12/30/2014,n/a,27
1019,AR,Lee,Deed,OTC,11/3/2015,n/a,31
3591,AR,Lee,Deed,n/a,5/15/2013,3/6/2013,62
7572,AR,Lee,Deed,n/a,5/21/2014,2/28/2014,56
11538,AR,Lee,Deed,n/a,6/10/2015,4/29/2015,49
14778,AR,Lee,Deed,n/a,7/13/2016,4/28/2016,73
1082,AR,Lincoln,Deed,OTC,4/12/2013,n/a,37
1081,AR,Lincoln,Deed,OTC,6/22/2013,n/a,37
4804,AR,Lincoln,Deed,OTC,7/29/2013,7/4/2013,12
1087,AR,Lincoln,Deed,OTC,1/8/2014,n/a,38
1061,AR,Lincoln,Deed,OTC,9/11/2014,n/a,35
1044,AR,Lincoln,Deed,OTC,12/30/2014,n/a,33
1055,AR,Lincoln,Deed,OTC,11/3/2015,n/a,34
3592,AR,Lincoln,Deed,n/a,4/30/2013,3/6/2013,32
7573,AR,Lincoln,Deed,n/a,5/6/2014,2/28/2014,32
11027,AR,Lincoln,Deed,n/a,5/19/2015,2/26/2015,31
14373,AR,Lincoln,Deed,n/a,5/3/2016,2/29/2016,44
957,AR,Little River,Deed,OTC,4/12/2013,n/a,26
699,AR,Little River,Deed,OTC,6/22/2013,n/a,12
620,AR,Little River,Deed,OTC,1/8/2014,n/a,9
530,AR,Little River,Deed,OTC,9/11/2014,n/a,7
529,AR,Little River,Deed,OTC,12/30/2014,n/a,7
671,AR,Little River,Deed,OTC,11/3/2015,n/a,11
4646,AR,Little River,Deed,n/a,8/13/2013,6/21/2013,42
8057,AR,Little River,Deed,n/a,7/30/2014,4/18/2014,37
15138,AR,Little River,Deed,n/a,8/17/2016,7/22/2016,26
327,AR,Logan,Deed,OTC,4/12/2013,n/a,4
326,AR,Logan,Deed,OTC,6/22/2013,n/a,4
325,AR,Logan,Deed,OTC,7/4/2013,n/a,4
531,AR,Logan,Deed,OTC,1/8/2014,n/a,7
622,AR,Logan,Deed,OTC,9/11/2014,n/a,9
621,AR,Logan,Deed,OTC,12/30/2014,n/a,9
582,AR,Logan,Deed,OTC,11/3/2015,n/a,8
3593,AR,Logan,Deed,n/a,4/4/2013,3/6/2013,17
7553,AR,Logan,Deed,n/a,4/3/2014,2/27/2014,25
11028,AR,Logan,Deed,n/a,4/9/2015,2/26/2015,148
14353,AR,Logan,Deed,n/a,4/7/2016,2/26/2016,24
1034,AR,Lonoke,Deed,OTC,4/12/2013,n/a,32
1020,AR,Lonoke,Deed,OTC,6/22/2013,n/a,31
959,AR,Lonoke,Deed,OTC,1/8/2014,n/a,26
971,AR,Lonoke,Deed,OTC,9/11/2014,n/a,27
958,AR,Lonoke,Deed,OTC,12/30/2014,n/a,26
1111,AR,Lonoke,Deed,OTC,11/3/2015,n/a,41
4647,AR,Lonoke,Deed,n/a,7/2/2013,6/21/2013,92
7554,AR,Lonoke,Deed,n/a,4/23/2014,2/27/2014,131
11029,AR,Lonoke,Deed,n/a,4/22/2015,2/26/2015,291
14374,AR,Lonoke,Deed,n/a,4/21/2016,2/29/2016,101
247,AR,Madison,Deed,OTC,4/12/2013,n/a,3
135,AR,Madison,Deed,OTC,6/22/2013,n/a,2
4805,AR,Madison,Deed,OTC,9/2/2013,7/4/2013,4
134,AR,Madison,Deed,OTC,1/8/2014,n/a,2
1,AR,Madison,Deed,OTC,9/11/2014,n/a,1
8058,AR,Madison,Deed,n/a,6/3/2014,4/18/2014,16
11539,AR,Madison,Deed,n/a,6/2/2015,4/29/2015,20
14768,AR,Madison,Deed,n/a,6/7/2016,4/25/2016,19
917,AR,Marion,Deed,OTC,4/12/2013,n/a,23
5468,AR,Marion,Deed,OTC,10/15/2013,8/24/2013,14
960,AR,Marion,Deed,OTC,1/8/2014,n/a,26
972,AR,Marion,Deed,OTC,9/11/2014,n/a,27
930,AR,Marion,Deed,OTC,12/30/2014,n/a,24
4673,AR,Marion,Deed,OTC,N/A,6/22/2013,21
13512,AR,Marion,Deed,OTC,N/A,11/4/2015,21
4648,AR,Marion,Deed,n/a,7/17/2013,6/21/2013,65
8059,AR,Marion,Deed,n/a,7/9/2014,4/18/2014,66
11540,AR,Marion,Deed,n/a,7/15/2015,4/29/2015,56
14779,AR,Marion,Deed,n/a,7/27/2016,4/28/2016,67
973,AR,Miller,Deed,OTC,12/14/2012,n/a,27
1422,AR,Miller,Deed,OTC,4/12/2013,n/a,130
1421,AR,Miller,Deed,OTC,6/22/2013,n/a,129
5287,AR,Miller,Deed,OTC,10/8/2013,8/16/2013,88
1512,AR,Miller,Deed,OTC,1/8/2014,n/a,208
1533,AR,Miller,Deed,OTC,9/11/2014,n/a,230
1531,AR,Miller,Deed,OTC,12/30/2014,n/a,226
1534,AR,Miller,Deed,OTC,11/4/2015,n/a,234
4649,AR,Miller,Deed,n/a,7/10/2013,6/21/2013,143
8060,AR,Miller,Deed,n/a,7/30/2014,4/18/2014,124
12477,AR,Miller,Deed,n/a,8/5/2015,7/23/2015,89
15139,AR,Miller,Deed,n/a,8/17/2016,7/22/2016,132
1563,AR,Mississippi,Deed,OTC,12/14/2012,n/a,266
1550,AR,Mississippi,Deed,OTC,4/12/2013,n/a,253
1546,AR,Mississippi,Deed,OTC,6/22/2013,n/a,246
4806,AR,Mississippi,Deed,OTC,7/22/2013,7/4/2013,109
1588,AR,Mississippi,Deed,OTC,1/8/2014,n/a,322
1609,AR,Mississippi,Deed,OTC,9/11/2014,n/a,359
1604,AR,Mississippi,Deed,OTC,12/30/2014,n/a,349
1666,AR,Mississippi,Deed,OTC,11/4/2015,n/a,448
3594,AR,Mississippi,Deed,n/a,4/23/2013,3/6/2013,177
7555,AR,Mississippi,Deed,n/a,4/29/2014,2/27/2014,168
11030,AR,Mississippi,Deed,n/a,5/12/2015,2/26/2015,249
14375,AR,Mississippi,Deed,n/a,5/24/2016,2/29/2016,200
1272,AR,Monroe,Deed,OTC,12/14/2012,n/a,68
1244,AR,Monroe,Deed,OTC,4/12/2013,n/a,61
1218,AR,Monroe,Deed,OTC,6/22/2013,n/a,56
4807,AR,Monroe,Deed,OTC,8/14/2013,7/4/2013,24
1271,AR,Monroe,Deed,OTC,1/8/2014,n/a,68
1321,AR,Monroe,Deed,OTC,9/11/2014,n/a,81
1319,AR,Monroe,Deed,OTC,12/30/2014,n/a,80
1342,AR,Monroe,Deed,OTC,11/4/2015,n/a,87
3595,AR,Monroe,Deed,n/a,5/16/2013,3/6/2013,60
7574,AR,Monroe,Deed,n/a,5/29/2014,2/28/2014,56
11031,AR,Monroe,Deed,n/a,4/29/2015,2/26/2015,147
14376,AR,Monroe,Deed,n/a,4/27/2016,2/29/2016,57
330,AR,Montgomery,Deed,OTC,12/14/2012,n/a,4
251,AR,Montgomery,Deed,OTC,4/12/2013,n/a,3
250,AR,Montgomery,Deed,OTC,6/22/2013,n/a,3
249,AR,Montgomery,Deed,OTC,1/8/2014,n/a,3
248,AR,Montgomery,Deed,OTC,9/11/2014,n/a,3
329,AR,Montgomery,Deed,OTC,12/30/2014,n/a,4
328,AR,Montgomery,Deed,OTC,11/4/2015,n/a,4
4650,AR,Montgomery,Deed,n/a,9/11/2013,6/21/2013,19
5535,AR,Montgomery,Deed,n/a,9/11/2013,9/4/2013,19
8879,AR,Montgomery,Deed,n/a,8/20/2014,6/23/2014,12
12478,AR,Montgomery,Deed,n/a,8/26/2015,7/23/2015,9
15147,AR,Montgomery,Deed,n/a,8/31/2016,7/25/2016,32
1045,AR,Nevada,Deed,OTC,12/14/2012,n/a,33
985,AR,Nevada,Deed,OTC,4/12/2013,n/a,28
984,AR,Nevada,Deed,OTC,6/22/2013,n/a,28
5288,AR,Nevada,Deed,OTC,10/9/2013,8/16/2013,20
1062,AR,Nevada,Deed,OTC,1/8/2014,n/a,35
1147,AR,Nevada,Deed,OTC,9/11/2014,n/a,45
1112,AR,Nevada,Deed,OTC,12/30/2014,n/a,41
1124,AR,Nevada,Deed,OTC,11/4/2015,n/a,42
4651,AR,Nevada,Deed,n/a,7/11/2013,6/21/2013,66
8061,AR,Nevada,Deed,n/a,6/12/2014,4/18/2014,56
11541,AR,Nevada,Deed,n/a,7/9/2015,4/29/2015,40
14780,AR,Nevada,Deed,n/a,7/21/2016,4/28/2016,54
332,AR,Newton,Deed,OTC,12/14/2012,n/a,4
137,AR,Newton,Deed,OTC,4/12/2013,n/a,2
136,AR,Newton,Deed,OTC,6/22/2013,n/a,2
5469,AR,Newton,Deed,OTC,10/14/2013,8/24/2013,2
331,AR,Newton,Deed,OTC,1/8/2014,n/a,4
252,AR,Newton,Deed,OTC,9/11/2014,n/a,3
3,AR,Newton,Deed,OTC,12/30/2014,n/a,1
2,AR,Newton,Deed,OTC,11/4/2015,n/a,1
4652,AR,Newton,Deed,n/a,7/16/2013,6/21/2013,8
8062,AR,Newton,Deed,n/a,7/8/2014,4/18/2014,3
11542,AR,Newton,Deed,n/a,7/14/2015,4/29/2015,8
14781,AR,Newton,Deed,n/a,7/26/2016,4/28/2016,4
4770,AR,Ouachita,Deed,Negotiated Sale,8/27/2013,7/1/2013,61
1486,AR,Ouachita,Deed,OTC,12/14/2012,n/a,176
1471,AR,Ouachita,Deed,OTC,4/12/2013,n/a,161
1454,AR,Ouachita,Deed,OTC,6/22/2013,n/a,151
1503,AR,Ouachita,Deed,OTC,1/8/2014,n/a,196
1564,AR,Ouachita,Deed,OTC,9/11/2014,n/a,268
1548,AR,Ouachita,Deed,OTC,12/30/2014,n/a,252
1573,AR,Ouachita,Deed,OTC,11/4/2015,n/a,297
3596,AR,Ouachita,Deed,n/a,5/29/2013,3/6/2013,132
8063,AR,Ouachita,Deed,n/a,6/10/2014,4/18/2014,217
11543,AR,Ouachita,Deed,n/a,7/7/2015,4/29/2015,159
14782,AR,Ouachita,Deed,n/a,7/19/2016,4/28/2016,191
254,AR,Perry,Deed,OTC,12/14/2012,n/a,3
5,AR,Perry,Deed,OTC,4/12/2013,n/a,1
138,AR,Perry,Deed,OTC,6/22/2013,n/a,2
4808,AR,Perry,Deed,OTC,7/17/2013,7/4/2013,6
253,AR,Perry,Deed,OTC,1/8/2014,n/a,3
4,AR,Perry,Deed,OTC,11/4/2015,n/a,1
3597,AR,Perry,Deed,n/a,4/18/2013,3/6/2013,18
7556,AR,Perry,Deed,n/a,4/17/2014,2/27/2014,21
11032,AR,Perry,Deed,n/a,4/16/2015,2/26/2015,33
14354,AR,Perry,Deed,n/a,4/14/2016,2/26/2016,14
1592,AR,Phillips,Deed,OTC,12/14/2012,n/a,331
1584,AR,Phillips,Deed,OTC,4/12/2013,n/a,319
1579,AR,Phillips,Deed,OTC,6/22/2013,n/a,309
4809,AR,Phillips,Deed,OTC,8/13/2013,7/4/2013,105
1626,AR,Phillips,Deed,OTC,1/8/2014,n/a,386
1663,AR,Phillips,Deed,OTC,9/11/2014,n/a,445
1661,AR,Phillips,Deed,OTC,12/30/2014,n/a,441
1700,AR,Phillips,Deed,OTC,11/4/2015,n/a,525
3598,AR,Phillips,Deed,n/a,5/15/2013,3/6/2013,188
7575,AR,Phillips,Deed,n/a,5/22/2014,2/28/2014,178
11544,AR,Phillips,Deed,n/a,6/11/2015,4/29/2015,281
14783,AR,Phillips,Deed,n/a,7/14/2016,4/28/2016,265
257,AR,Pike,Deed,OTC,12/14/2012,n/a,3
256,AR,Pike,Deed,OTC,4/12/2013,n/a,3
255,AR,Pike,Deed,OTC,6/22/2013,n/a,3
392,AR,Pike,Deed,OTC,1/8/2014,n/a,5
139,AR,Pike,Deed,OTC,9/11/2014,n/a,2
333,AR,Pike,Deed,OTC,12/30/2014,n/a,4
466,AR,Pike,Deed,OTC,11/4/2015,n/a,6
4653,AR,Pike,Deed,n/a,8/15/2013,6/21/2013,10
8880,AR,Pike,Deed,n/a,9/3/2014,6/23/2014,10
12479,AR,Pike,Deed,n/a,9/9/2015,7/23/2015,17
14769,AR,Plumas,Deed,n/a,6/1/2016,4/25/2016,10
986,AR,Poinsett,Deed,OTC,12/14/2012,n/a,28
942,AR,Poinsett,Deed,OTC,4/12/2013,n/a,25
918,AR,Poinsett,Deed,OTC,6/22/2013,n/a,23
4810,AR,Poinsett,Deed,OTC,7/23/2013,7/4/2013,30
1070,AR,Poinsett,Deed,OTC,1/8/2014,n/a,36
854,AR,Poinsett,Deed,OTC,9/11/2014,n/a,18
853,AR,Poinsett,Deed,OTC,12/30/2014,n/a,18
893,AR,Poinsett,Deed,OTC,11/4/2015,n/a,21
3599,AR,Poinsett,Deed,n/a,4/24/2013,3/6/2013,50
7557,AR,Poinsett,Deed,n/a,4/30/2014,2/27/2014,55
11033,AR,Poinsett,Deed,n/a,5/13/2015,2/26/2015,60
14377,AR,Poinsett,Deed,n/a,5/25/2016,2/29/2016,70
393,AR,Polk,Deed,OTC,12/14/2012,n/a,5
259,AR,Polk,Deed,OTC,4/12/2013,n/a,3
258,AR,Polk,Deed,OTC,6/22/2013,n/a,3
768,AR,Polk,Deed,OTC,1/8/2014,n/a,14
532,AR,Polk,Deed,OTC,9/11/2014,n/a,7
583,AR,Polk,Deed,OTC,12/30/2014,n/a,8
467,AR,Polk,Deed,OTC,11/4/2015,n/a,6
4654,AR,Polk,Deed,n/a,9/11/2013,6/21/2013,52
5536,AR,Polk,Deed,n/a,9/11/2013,9/4/2013,52
8881,AR,Polk,Deed,n/a,8/20/2014,6/23/2014,22
12480,AR,Polk,Deed,n/a,8/26/2015,7/23/2015,37
15148,AR,Polk,Deed,n/a,8/31/2016,7/25/2016,54
881,AR,Pope,Deed,OTC,12/14/2012,n/a,20
839,AR,Pope,Deed,OTC,4/12/2013,n/a,17
813,AR,Pope,Deed,OTC,6/22/2013,n/a,16
700,AR,Pope,Deed,OTC,7/4/2013,n/a,12
894,AR,Pope,Deed,OTC,1/8/2014,n/a,21
931,AR,Pope,Deed,OTC,9/11/2014,n/a,24
919,AR,Pope,Deed,OTC,12/30/2014,n/a,23
880,AR,Pope,Deed,OTC,11/4/2015,n/a,20
3600,AR,Pope,Deed,n/a,4/2/2013,3/6/2013,61
