Control,State,County,Type,Type,Date,Post Data,Parcels
10572,NM,Sierra,Deed,n/a,2/3/2015,1/6/2015,23
11182,NM,Sierra,Deed,n/a,4/1/2015,3/16/2015,10
14615,NM,Sierra,Deed,n/a,5/2/2016,4/4/2016,33
13752,NM,Socorro,Deed,n/a,12/8/2015,11/30/2015,30
10232,NM,Socorro,Lien,n/a,12/2/2014,11/5/2014,104
2553,NM,Taos,Deed,n/a,10/23/2012,10/3/2012,15
9224,NM,Taos,Deed,n/a,8/21/2014,7/25/2014,143
13224,NM,Taos,Deed,n/a,10/28/2015,9/30/2015,50
15194,NM,Taos,Deed,n/a,8/30/2016,8/3/2016,22
3525,NM,Taos,Lien,n/a,3/14/2013,2/27/2013,23
2554,NM,Torrance,Deed,n/a,10/16/2012,10/3/2012,40
9613,NM,Torrance,Deed,n/a,9/25/2014,9/2/2014,28
11987,NM,Torrance,Deed,n/a,6/25/2015,6/8/2015,93
5670,NM,Union,Deed,n/a,9/16/2013,9/11/2013,12
8522,NM,Union,Deed,n/a,6/12/2014,5/30/2014,17
14935,NM,Union,Deed,n/a,6/22/2016,6/6/2016,19
3839,NM,Valencia,Deed,n/a,4/30/2013,4/11/2013,20
8523,NM,Valencia,Deed,n/a,6/26/2014,5/30/2014,36
12616,NM,Valencia,Deed,n/a,9/1/2015,8/4/2015,228
12615,NM,Valencia,Deed,n/a,9/2/2015,8/4/2015,229
13753,NM,Valencia,Deed,n/a,12/16/2015,11/30/2015,40
7544,NV,Carson City,Lien,n/a,3/4/2014,2/26/2014,2
7822,NV,Churchill,Lien,n/a,4/10/2014,3/28/2014,24
2664,NV,City Of Henderson –,Lien,n/a,10/23/2012,10/12/2012,36
7906,NV,City Of Henderson – Clark,Lien,n/a,4/22/2014,4/4/2014,19
9976,NV,City Of Henderson – Clark,Lien,n/a,10/28/2014,10/6/2014,31
11324,NV,City Of Henderson – Clark,Lien,n/a,4/28/2015,4/6/2015,12
13287,NV,City Of Henderson – Clark,Lien,n/a,10/27/2015,10/7/2015,9
14603,NV,City Of Henderson – Clark,Lien,n/a,4/26/2016,4/1/2016,11
9020,NV,City Of Las Vegas – Clark,Lien,n/a,7/29/2014,7/7/2014,44
10586,NV,City Of Las Vegas – Clark,Lien,n/a,1/26/2015,1/7/2015,46
12249,NV,City Of Las Vegas – Clark,Lien,n/a,7/27/2015,7/3/2015,32
13888,NV,City Of Las Vegas – Clark,Lien,n/a,1/25/2016,1/4/2016,24
8076,NV,City Of Mesquite – Clark,Lien,n/a,4/29/2014,4/18/2014,1
9977,NV,City Of Mesquite – Clark,Lien,n/a,10/29/2014,10/6/2014,2
13288,NV,City Of Mesquite – Clark,Lien,n/a,10/22/2015,10/7/2015,1
9021,NV,City Of North Las Vegas – Clark,Lien,n/a,7/29/2014,7/7/2014,20
10587,NV,City Of North Las Vegas – Clark,Lien,n/a,1/26/2015,1/7/2015,12
12250,NV,City Of North Las Vegas – Clark,Lien,n/a,7/28/2015,7/3/2015,12
13889,NV,City Of North Las Vegas – Clark,Lien,n/a,1/25/2016,1/4/2016,7
9022,NV,City Of Reno – Washoe,Lien,n/a,7/23/2014,7/7/2014,17
10588,NV,City Of Reno – Washoe,Lien,n/a,1/22/2015,1/7/2015,20
12251,NV,City Of Reno – Washoe,Lien,n/a,7/23/2015,7/3/2015,13
13890,NV,City Of Reno – Washoe,Lien,n/a,1/21/2016,1/4/2016,11
3128,NV,Clark,Lien,n/a,12/6/2012,11/29/2012,59
7649,NV,Clark,Lien,n/a,3/27/2014,3/7/2014,62
9023,NV,Clark,Lien,n/a,7/29/2014,7/7/2014,5
9647,NV,Clark,Lien,n/a,9/25/2014,9/4/2014,70
10393,NV,Clark,Lien,n/a,12/4/2014,11/21/2014,141
10639,NV,Clark,Lien,n/a,1/22/2015,1/13/2015,17
11120,NV,Clark,Lien,n/a,3/26/2015,3/6/2015,42
12252,NV,Clark,Lien,n/a,7/30/2015,7/3/2015,9
13020,NV,Clark,Lien,n/a,9/30/2015,9/10/2015,10
13891,NV,Clark,Lien,n/a,1/28/2016,1/4/2016,4
14424,NV,Clark,Lien,n/a,3/30/2016,3/9/2016,8
14043,NV,Douglas,Lien,n/a,2/3/2016,1/19/2016,4
14732,NV,Douglas,Lien,n/a,5/4/2016,4/19/2016,14
7913,NV,Elko,Lien,n/a,4/25/2014,4/7/2014,108
11287,NV,Elko,Lien,n/a,4/24/2015,3/30/2015,157
14534,NV,Elko,Lien,n/a,4/14/2016,3/22/2016,130
7170,NV,Eureka,Lien,n/a,2/6/2014,1/24/2014,13
11088,NV,Eureka,Lien,n/a,4/23/2015,3/4/2015,42
14425,NV,Eureka,Lien,n/a,4/13/2016,3/9/2016,11
3615,NV,Humboldt,Lien,n/a,4/12/2013,3/8/2013,18
7642,NV,Humboldt,Lien,n/a,4/11/2014,3/6/2014,67
11089,NV,Humboldt,Lien,n/a,4/17/2015,3/4/2015,35
14044,NV,Humboldt,Lien,n/a,4/15/2016,1/19/2016,46
11288,NV,Lincoln,Deed,Trustee Auction,4/3/2015,3/30/2015,17
14482,NV,Lincoln,Deed,n/a,4/8/2016,3/15/2016,11
7823,NV,Lincoln,Lien,n/a,4/4/2014,3/28/2014,7
9958,NV,Storey,Lien,n/a,10/17/2014,10/2/2014,5
3713,NV,Washoe,Lien,n/a,4/24/2013,3/26/2013,105
7643,NV,Washoe,Lien,n/a,4/23/2014,3/6/2014,113
9024,NV,Washoe,Lien,n/a,7/22/2014,7/7/2014,1
10640,NV,Washoe,Lien,n/a,1/22/2015,1/13/2015,2
11289,NV,Washoe,Lien,n/a,4/22/2015,3/30/2015,90
12253,NV,Washoe,Lien,n/a,7/23/2015,7/3/2015,6
13892,NV,Washoe,Lien,n/a,1/21/2016,1/4/2016,1
14426,NV,Washoe,Lien,n/a,4/20/2016,3/9/2016,54
8136,NY,Albany,Deed,Sealed Bid,5/14/2014,4/24/2014,40
8135,NY,Albany,Deed,n/a,6/7/2014,4/24/2014,207
9779,NY,Albany,Deed,n/a,10/15/2014,9/19/2014,119
3738,NY,Allegany,Deed,n/a,5/4/2013,3/28/2013,120
11090,NY,Allegany,Deed,n/a,4/25/2015,3/4/2015,115
14443,NY,Allegany,Deed,n/a,4/30/2016,3/10/2016,133
3799,NY,Broome,Deed,n/a,4/13/2013,4/3/2013,106
7235,NY,Broome,Deed,n/a,2/22/2014,2/3/2014,48
8845,NY,Broome,Deed,n/a,6/26/2014,6/17/2014,21
10087,NY,Broome,Deed,n/a,11/15/2014,10/16/2014,81
10743,NY,Broome,Deed,n/a,2/21/2015,1/29/2015,42
13513,NY,Broome,Deed,n/a,11/21/2015,11/5/2015,28
14068,NY,Broome,Deed,n/a,2/20/2016,1/22/2016,53
10088,NY,Cattaraugus,Deed,n/a,10/25/2014,10/16/2014,11
4098,NY,Cattargus,Deed,n/a,5/18/2013,5/11/2013,79
9074,NY,Cayuga,Deed,n/a,7/28/2014,7/10/2014,21
4103,NY,Chautauqua,Deed,n/a,6/22/2013,5/13/2013,393
8443,NY,Chautauqua,Deed,n/a,6/21/2014,5/22/2014,166
11988,NY,Chautauqua,Deed,n/a,6/20/2015,6/8/2015,325
3530,NY,Chemung,Deed,n/a,3/27/2013,2/28/2013,136
7545,NY,Chemung,Deed,n/a,3/26/2014,2/26/2014,153
11014,NY,Chemung,Deed,n/a,3/25/2015,2/25/2015,143
14381,NY,Chemung,Deed,n/a,3/30/2016,3/2/2016,110
11107,NY,City Of Batavia – Genesee,Deed,n/a,3/14/2015,3/5/2015,13
14332,NY,City Of Batavia – Genesee,Deed,n/a,3/12/2016,2/23/2016,8
6087,NY,City Of Buffalo – Erie,Deed,n/a,10/29/2013,10/4/2013,4562
10089,NY,City Of Buffalo – Erie,Deed,n/a,10/27/2014,10/16/2014,3976
13410,NY,City Of Buffalo – Erie,Deed,n/a,10/27/2015,10/20/2015,7108
5883,NY,City Of Lockport – Niagara,Deed,n/a,10/8/2013,9/20/2013,32
9511,NY,City Of Lockport – Niagara,Deed,n/a,9/9/2014,8/25/2014,49
13514,NY,City Of Lockport – Niagara,Deed,n/a,11/17/2015,11/5/2015,20
2320,NY,City Of Newburgh – Orange,Deed,n/a,10/3/2012,9/26/2012,31
8420,NY,City Of Niagara Falls – Niagara,Deed,n/a,6/10/2014,5/20/2014,508
10394,NY,City Of Niagara Falls – Niagara,Deed,n/a,12/3/2014,11/21/2014,141
13707,NY,City Of Niagara Falls – Niagara,Deed,n/a,12/14/2015,11/23/2015,266
14333,NY,City Of Niagara Falls – Niagara,Deed,n/a,4/14/2016,2/23/2016,20
13675,NY,City Of North Tonawanda – Niagara,Deed,n/a,12/5/2015,11/19/2015,10
6498,NY,City Of Peeskill – Clinton,Deed,n/a,12/4/2013,11/12/2013,28
8994,NY,City Of Plattsburgh – Clinton,Deed,n/a,7/23/2014,7/2/2014,2
5143,NY,City Of Poughkeepsie – Dutchess,Deed,n/a,8/28/2013,7/31/2013,7
7664,NY,City Of Poughkeepsie – Dutchess,Deed,n/a,4/3/2014,3/10/2014,36
7761,NY,City Of Rochester – Monroe,Deed,n/a,4/11/2014,3/17/2014,672
9780,NY,City Of Tonawanda – Erie,Deed,n/a,10/18/2014,9/19/2014,18
2918,NY,Clinton,Deed,Online,11/30/2012,11/13/2012,11
4104,NY,Clinton,Deed,n/a,6/5/2013,5/13/2013,53
9075,NY,Clinton,Deed,n/a,7/23/2014,7/10/2014,51
9992,NY,Clinton,Deed,n/a,10/28/2014,10/7/2014,4
14995,NY,Clinton,Deed,n/a,6/29/2016,6/22/2016,40
9959,NY,Columbia,Deed,n/a,10/23/2014,10/2/2014,30
10891,NY,Columbia,Deed,n/a,3/5/2015,2/12/2015,10
12211,NY,Columbia,Deed,n/a,7/30/2015,6/29/2015,40
13030,NY,Columbia,Deed,n/a,10/15/2015,9/11/2015,18
13515,NY,Columbia,Deed,n/a,12/1/2015,11/5/2015,4
3434,NY,Cortland,Deed,n/a,3/15/2013,2/13/2013,25
6339,NY,Cortland,Deed,n/a,11/14/2013,10/23/2013,24
9960,NY,Cortland,Deed,n/a,10/22/2014,10/2/2014,46
12188,NY,Cortland,Deed,n/a,7/16/2015,6/24/2015,70
14535,NY,Cortland,Deed,n/a,4/7/2016,3/22/2016,46
2495,NY,Dutchess,Deed,n/a,10/17/2012,10/1/2012,155
5525,NY,Dutchess,Deed,n/a,8/2/2013,9/3/2013,178
9686,NY,Dutchess,Deed,n/a,10/8/2014,9/12/2014,178
13031,NY,Dutchess,Deed,n/a,10/14/2015,9/11/2015,196
3531,NY,Erie,Deed,n/a,3/6/2013,2/28/2013,25
5884,NY,Erie,Deed,n/a,10/2/2013,9/20/2013,66
13988,NY,Erie,Deed,n/a,2/23/2016,1/13/2016,55
7896,NY,Essex,Deed,Town Of Moriah,4/30/2014,4/3/2014,1
7828,NY,Essex,Deed,n/a,4/30/2014,3/31/2014,126
9961,NY,Essex,Deed,n/a,10/22/2014,10/2/2014,79
13152,NY,Essex,Deed,n/a,10/21/2015,9/23/2015,72
4397,NY,Franklin,Deed,n/a,6/26/2013,6/6/2013,63
6426,NY,Fulton,Deed,Online,11/11/2013,11/5/2013,14
13216,NY,Fulton,Deed,Online,10/27/2015,9/29/2015,16
8421,NY,Fulton,Deed,n/a,6/18/2014,5/20/2014,113
11798,NY,Fulton,Deed,n/a,6/17/2015,5/19/2015,145
14936,NY,Fulton,Deed,n/a,6/15/2016,6/6/2016,96
11108,NY,Genesee,Deed,n/a,3/14/2015,3/5/2015,23
14334,NY,Genesee,Deed,n/a,3/12/2016,2/23/2016,8
2496,NY,Greene,Deed,n/a,10/25/2012,10/1/2012,70
5480,NY,Greene,Deed,n/a,9/11/2013,8/26/2013,155
9514,NY,Greene,Deed,n/a,9/17/2014,8/25/2014,96
12929,NY,Greene,Deed,n/a,9/10/2015,9/2/2015,110
9512,NY,Greene,n/a,n/a,9/17/2014,8/25/2014,96
9513,NY,Greene,n/a,n/a,9/17/2014,8/25/2014,96
8422,NY,Hamilton,Deed,n/a,6/18/2014,5/20/2014,2
11799,NY,Hamilton,Deed,n/a,6/17/2015,5/19/2015,8
4105,NY,Herkimer,Deed,n/a,6/1/2013,5/13/2013,96
8159,NY,Jefferson,Deed,n/a,6/7/2014,4/28/2014,106
11639,NY,Jefferson,Deed,n/a,6/6/2015,5/6/2015,91
3965,NY,Lewis,Deed,n/a,5/8/2013,4/24/2013,37
8137,NY,Lewis,Deed,n/a,5/21/2014,4/24/2014,68
11469,NY,Lewis,Deed,n/a,5/4/2015,4/22/2015,34
14712,NY,Lewis,Deed,n/a,5/4/2016,4/15/2016,30
4698,NY,Livingston,Deed,n/a,7/26/2013,6/24/2013,35
10395,NY,Livingston,Deed,n/a,12/4/2014,11/21/2014,2
12254,NY,Livingston,Deed,n/a,7/23/2015,7/3/2015,34
13754,NY,Livingston,Deed,n/a,12/10/2015,11/30/2015,2
5481,NY,Madison,Deed,n/a,9/21/2013,8/26/2013,62
9369,NY,Madison,Deed,n/a,9/13/2014,8/13/2014,60
12930,NY,Madison,Deed,n/a,9/19/2015,9/2/2015,57
13488,NY,Monroe,Deed,n/a,11/10/2015,10/29/2015,62
6619,NY,Montgomery,Deed,Online,12/6/2013,11/19/2013,7
8138,NY,Montgomery,Deed,n/a,5/13/2014,4/24/2014,101
11552,NY,Montgomery,Deed,n/a,5/19/2015,4/29/2015,97
3379,NY,Nassau,Lien,n/a,2/19/2013,1/31/2013,7854
10818,NY,Nassau,Lien,n/a,2/17/2015,2/9/2015,7304
9149,NY,Niagara,Deed,n/a,8/9/2014,7/18/2014,75
12438,NY,Niagara,Deed,n/a,8/15/2015,7/20/2015,80
9515,NY,Niagara,n/a,n/a,9/9/2014,8/25/2014,49
9516,NY,Niagara,n/a,n/a,9/9/2014,8/25/2014,49
3344,NY,Oneida,Deed,n/a,2/14/2013,1/28/2013,119
7140,NY,Oneida,Deed,n/a,2/6/2014,1/21/2014,159
12574,NY,Oneida,Deed,n/a,8/6/2015,7/31/2015,27
14052,NY,Oneida,Deed,n/a,2/4/2016,1/20/2016,119
5526,NY,Onondaga,Deed,n/a,10/29/2013,9/3/2013,322
9781,NY,Onondaga,Deed,n/a,10/28/2014,9/19/2014,251
13289,NY,Onondaga,Deed,n/a,11/2/2015,10/7/2015,205
3966,NY,Ontario,Deed,n/a,5/15/2013,4/24/2013,38
7816,NY,Ontario,Deed,n/a,5/21/2014,3/27/2014,36
14598,NY,Ontario,Deed,n/a,5/25/2016,3/31/2016,18
6356,NY,Orange,Deed,OTC,N/A,10/24/2013,251
3697,NY,Orange,Deed,n/a,4/2/2013,3/19/2013,18
4699,NY,Orange,Deed,n/a,7/16/2013,6/24/2013,4
6975,NY,Orange,Deed,n/a,1/14/2014,1/6/2014,1
10706,NY,Orange,Deed,n/a,2/9/2015,1/20/2015,166
13484,NY,Orange,Deed,n/a,11/6/2015,10/28/2015,5
4106,NY,Orleans,Deed,n/a,5/30/2013,5/13/2013,59
8621,NY,Orleans,Deed,n/a,6/25/2014,6/4/2014,67
11989,NY,Orleans,Deed,n/a,6/24/2015,6/8/2015,39
4700,NY,Oswego,Deed,n/a,7/13/2013,6/24/2013,100
9076,NY,Oswego,Deed,n/a,8/2/2014,7/10/2014,126
12149,NY,Oswego,Deed,n/a,7/18/2015,6/18/2015,130
6620,NY,Otsego,Deed,Online,12/9/2013,11/19/2013,3
9150,NY,Otsego,Deed,n/a,8/20/2014,7/18/2014,60
12439,NY,Otsego,Deed,n/a,8/26/2015,7/20/2015,41
5527,NY,Rensselaer,Deed,n/a,9/24/2013,9/3/2013,78
13516,NY,Rensselaer,Deed,n/a,11/20/2015,11/5/2015,78
10090,NY,Rockland,Deed,n/a,11/13/2014,10/16/2014,62
3516,NY,Saratoga,Deed,n/a,3/19/2013,2/26/2013,67
7611,NY,Saratoga,Deed,n/a,3/18/2014,3/3/2014,71
11063,NY,Saratoga,Deed,n/a,3/17/2015,3/2/2015,60
2665,NY,Schenectady,Deed,n/a,10/20/2012,10/12/2012,73
13290,NY,Schenectady,Deed,n/a,11/3/2015,10/7/2015,36
10031,NY,Schenectady,Lien,n/a,10/25/2014,10/9/2014,97
14604,NY,Schoharie,Deed,n/a,5/14/2016,4/1/2016,44
4563,NY,Steuben,Deed,n/a,6/12/2013,6/17/2013,103
8846,NY,Steuben,Deed,n/a,7/11/2014,6/17/2014,94
12099,NY,Steuben,Deed,n/a,7/10/2015,6/15/2015,155
4564,NY,Steuben,n/a,n/a,6/12/2013,6/17/2013,103
9993,NY,Sullivan,Deed,Online,10/28/2014,10/7/2014,71
4398,NY,Sullivan,Deed,n/a,6/13/2013,6/6/2013,342
8423,NY,Sullivan,Deed,n/a,6/11/2014,5/20/2014,382
11748,NY,Sullivan,Deed,n/a,6/10/2015,5/13/2015,395
11749,NY,Sullivan,Deed,n/a,6/10/2015,5/13/2015,395
5053,NY,Tioga,Deed,n/a,7/26/2013,7/22/2013,26
12575,NY,Tioga,Deed,n/a,8/6/2015,7/31/2015,44
4399,NY,Tompkins,Deed,n/a,6/24/2013,6/6/2013,24
8847,NY,Tompkins,Deed,n/a,6/23/2014,6/17/2014,16
11990,NY,Tompkins,Deed,n/a,6/22/2015,6/8/2015,24
9319,NY,Town Of Ossining – Westchester,Deed,n/a,8/13/2014,8/5/2014,3
3698,NY,Ulster,Deed,n/a,4/16/2013,3/20/2013,68
14483,NY,Ulster,Deed,n/a,4/20/2016,3/15/2016,281
14335,NY,Village Of Asharoken – Suffolk,Deed,n/a,3/15/2016,2/23/2016,4
7546,NY,Village Of Asharoken – Suffolk,Lien,n/a,3/11/2014,2/26/2014,6
7564,NY,Village Of Massapequa Park – Nassau,Lien,n/a,3/13/2014,2/27/2014,2
14361,NY,Village Of Ocean Beach – Suffolk,Deed,n/a,3/10/2016,2/26/2016,7
7630,NY,Village Of Sea Cliff – Nassau,Deed,n/a,3/21/2014,3/5/2014,47
11015,NY,Village Of Sea Cliff – Nassau,Lien,n/a,3/20/2015,2/25/2015,71
8392,NY,Village Of Sleepy Hollow – Westchester,Lien,n/a,5/29/2014,5/15/2014,66
7612,NY,Village Of Westhampton Beach – Suffolk,Deed,n/a,3/18/2014,3/3/2014,26
5885,NY,Warren,Deed,n/a,10/19/2013,9/20/2013,72
9782,NY,Warren,Deed,n/a,10/18/2014,9/19/2014,39
13032,NY,Warren,Deed,n/a,10/17/2015,9/11/2015,35
8622,NY,Washington,Deed,n/a,6/14/2014,6/4/2014,162
11991,NY,Washington,Deed,n/a,6/13/2015,6/8/2015,138
4389,NY,Wayne,Deed,n/a,6/12/2013,6/5/2013,66
8444,NY,Wayne,Deed,n/a,6/11/2014,5/22/2014,89
4107,NY,Yates,Deed,n/a,5/29/2013,5/13/2013,15
14087,OH,Allen,Deed,n/a,2/3/2016,1/26/2016,4
14086,OH,Allen,Deed,n/a,2/17/2016,1/26/2016,1
14513,OH,Allen,Deed,n/a,4/13/2016,3/18/2016,1
7031,OH,Ashland,Deed,n/a,2/4/2014,1/13/2014,1
8169,OH,Ashland,Deed,n/a,6/10/2014,4/29/2014,2
12160,OH,Ashland,Deed,n/a,8/4/2015,6/19/2015,2
12580,OH,Ashland,Deed,n/a,8/21/2015,8/1/2015,3
7046,OH,Ashtabula,Deed,n/a,3/24/2014,1/14/2014,10
7045,OH,Ashtabula,Deed,n/a,3/31/2014,1/14/2014,9
11202,OH,Ashtabula,Deed,n/a,4/27/2015,3/18/2015,5
11564,OH,Ashtabula,Deed,n/a,5/11/2015,4/30/2015,5
11563,OH,Ashtabula,Deed,n/a,6/8/2015,4/30/2015,5
11562,OH,Ashtabula,Deed,n/a,6/15/2015,4/30/2015,5
12581,OH,Ashtabula,Deed,n/a,8/24/2015,8/1/2015,1
13225,OH,Ashtabula,Deed,n/a,10/26/2015,9/30/2015,9
7047,OH,Auglaize,Deed,n/a,2/5/2014,1/14/2014,1
7614,OH,Auglaize,Deed,n/a,4/4/2014,3/4/2014,2
11565,OH,Auglaize,Deed,n/a,5/14/2015,4/30/2015,1
14338,OH,Auglaize,Deed,n/a,3/3/2016,2/25/2016,3
14337,OH,Auglaize,Deed,n/a,3/17/2016,2/25/2016,1
11204,OH,Butler,Deed,n/a,4/2/2015,3/18/2015,18
11203,OH,Butler,Deed,n/a,5/7/2015,3/18/2015,23
11566,OH,Butler,Deed,n/a,5/7/2015,4/30/2015,24
12162,OH,Butler,Deed,n/a,7/2/2015,6/19/2015,10
12161,OH,Butler,Deed,n/a,8/6/2015,6/19/2015,15
14071,OH,Butler,Deed,n/a,2/4/2016,1/25/2016,11
14070,OH,Butler,Deed,n/a,3/3/2016,1/25/2016,16
14340,OH,Butler,Deed,n/a,3/3/2016,2/25/2016,16
14339,OH,Butler,Deed,n/a,4/7/2016,2/25/2016,16
14514,OH,Butler,Deed,n/a,5/5/2016,3/18/2016,19
7048,OH,Clark,Deed,n/a,1/24/2014,1/14/2014,82
11205,OH,Clark,Deed,n/a,3/27/2015,3/18/2015,51
7035,OH,Clermont,Deed,n/a,1/28/2014,1/13/2014,4
7034,OH,Clermont,Deed,n/a,2/11/2014,1/13/2014,3
7033,OH,Clermont,Deed,n/a,2/18/2014,1/13/2014,2
7032,OH,Clermont,Deed,n/a,2/25/2014,1/13/2014,3
7405,OH,Clermont,Deed,n/a,3/4/2014,2/14/2014,3
7404,OH,Clermont,Deed,n/a,3/18/2014,2/14/2014,2
7615,OH,Clermont,Deed,n/a,4/1/2014,3/4/2014,3
10207,OH,Clermont,Deed,n/a,11/18/2014,10/31/2014,2
10206,OH,Clermont,Deed,n/a,12/2/2014,10/31/2014,2
10205,OH,Clermont,Deed,n/a,12/9/2014,10/31/2014,2
11208,OH,Clermont,Deed,n/a,3/31/2015,3/18/2015,3
11207,OH,Clermont,Deed,n/a,4/7/2015,3/18/2015,1
11206,OH,Clermont,Deed,n/a,4/21/2015,3/18/2015,3
11568,OH,Clermont,Deed,n/a,5/5/2015,4/30/2015,2
11567,OH,Clermont,Deed,n/a,5/19/2015,4/30/2015,1
12584,OH,Clermont,Deed,n/a,8/11/2015,8/1/2015,1
12583,OH,Clermont,Deed,n/a,8/18/2015,8/1/2015,1
12582,OH,Clermont,Deed,n/a,8/25/2015,8/1/2015,2
14074,OH,Clermont,Deed,n/a,2/2/2016,1/25/2016,2
14073,OH,Clermont,Deed,n/a,2/9/2016,1/25/2016,1
14072,OH,Clermont,Deed,n/a,2/23/2016,1/25/2016,1
14341,OH,Clermont,Deed,n/a,3/8/2016,2/25/2016,1
14515,OH,Clermont,Deed,n/a,4/19/2016,3/18/2016,1
7050,OH,Columbiana,Deed,n/a,1/21/2014,1/14/2014,4
7049,OH,Columbiana,Deed,n/a,2/4/2014,1/14/2014,1
7616,OH,Columbiana,Deed,n/a,3/18/2014,3/4/2014,1
11570,OH,Columbiana,Deed,n/a,5/5/2015,4/30/2015,12
11569,OH,Columbiana,Deed,n/a,5/19/2015,4/30/2015,6
12167,OH,Columbiana,Deed,n/a,6/30/2015,6/22/2015,2
12166,OH,Columbiana,Deed,n/a,7/7/2015,6/22/2015,3
12585,OH,Columbiana,Deed,n/a,8/25/2015,8/1/2015,11
14075,OH,Columbiana,Deed,n/a,2/16/2016,1/25/2016,12
14342,OH,Columbiana,Deed,n/a,3/15/2016,2/25/2016,2
14516,OH,Columbiana,Deed,n/a,3/29/2016,3/18/2016,4
7236,OH,Coshocton,Deed,n/a,3/21/2014,2/3/2014,1
14122,OH,Coshocton,Deed,n/a,2/12/2016,1/29/2016,7
8178,OH,Coshocton,Lien,Auditors Sale,5/30/2014,4/30/2014,13
7051,OH,Crawford,Deed,n/a,2/7/2014,1/14/2014,1
12168,OH,Crawford,Deed,n/a,7/17/2015,6/22/2015,1
12587,OH,Crawford,Deed,n/a,8/21/2015,8/1/2015,5
12586,OH,Crawford,Deed,n/a,9/4/2015,8/1/2015,1
7794,OH,Cuyahoga,Deed,Sale Of Forfeited Lands,4/1/2014,3/24/2014,534
7171,OH,Cuyahoga,Deed,n/a,2/10/2014,1/24/2014,71
11183,OH,Cuyahoga,Deed,n/a,4/2/2015,3/16/2015,491
14076,OH,Cuyahoga,Deed,n/a,2/8/2016,1/25/2016,90
14517,OH,Cuyahoga,Deed,n/a,4/4/2016,3/18/2016,61
7052,OH,Cuyahoga,Lien,OTC,N/A,1/14/2014,287
7273,OH,Defiance,Deed,n/a,3/4/2014,2/6/2014,3
11571,OH,Defiance,Deed,n/a,5/5/2015,4/30/2015,3
7238,OH,Erie,Deed,n/a,2/11/2014,2/3/2014,2
7237,OH,Erie,Deed,n/a,3/11/2014,2/3/2014,6
14077,OH,Erie,Deed,n/a,2/9/2016,1/25/2016,8
14343,OH,Fayette,Deed,n/a,3/23/2016,2/25/2016,3
11574,OH,Franklin,Deed,n/a,5/8/2015,4/30/2015,5
11573,OH,Franklin,Deed,n/a,5/15/2015,4/30/2015,30
11572,OH,Franklin,Deed,n/a,5/22/2015,4/30/2015,19
12172,OH,Franklin,Deed,n/a,7/10/2015,6/22/2015,21
12171,OH,Franklin,Deed,n/a,7/17/2015,6/22/2015,7
12170,OH,Franklin,Deed,n/a,7/24/2015,6/22/2015,5
12169,OH,Franklin,Deed,n/a,7/31/2015,6/22/2015,13
12588,OH,Franklin,Deed,n/a,8/21/2015,8/1/2015,16
6366,OH,Franklin,Lien,n/a,11/4/2013,10/28/2013,1551
7795,OH,Geauga,Deed,n/a,4/17/2014,3/24/2014,1
7036,OH,Greene,Deed,n/a,1/30/2014,1/13/2014,1
7617,OH,Greene,Deed,n/a,3/20/2014,3/4/2014,2
11585,OH,Greene,Deed,n/a,5/21/2015,5/1/2015,4
11586,OH,Greene,n/a,n/a,5/21/2015,5/1/2015,4
7240,OH,Guernsey,Deed,n/a,2/27/2014,2/3/2014,1
7239,OH,Guernsey,Deed,n/a,3/13/2014,2/3/2014,1
11187,OH,Guernsey,Deed,n/a,4/16/2015,3/17/2015,6
11186,OH,Guernsey,Deed,n/a,5/21/2015,3/17/2015,2
14123,OH,Guernsey,Deed,n/a,3/10/2016,1/29/2016,2
7292,OH,Hamilton,Deed,n/a,3/6/2014,2/11/2014,19
7290,OH,Hamilton,Deed,n/a,3/13/2014,2/11/2014,19
7289,OH,Hamilton,Deed,n/a,3/20/2014,2/11/2014,18
11191,OH,Hamilton,Deed,n/a,4/2/2015,3/17/2015,30
11190,OH,Hamilton,Deed,n/a,4/16/2015,3/17/2015,37
11188,OH,Hamilton,Deed,n/a,4/23/2015,3/17/2015,21
11595,OH,Hamilton,Deed,n/a,5/7/2015,5/1/2015,16
11593,OH,Hamilton,Deed,n/a,5/14/2015,5/1/2015,20
11591,OH,Hamilton,Deed,n/a,5/21/2015,5/1/2015,19
11589,OH,Hamilton,Deed,n/a,5/28/2015,5/1/2015,24
11587,OH,Hamilton,Deed,n/a,6/11/2015,5/1/2015,19
12175,OH,Hamilton,Deed,n/a,7/2/2015,6/22/2015,20
12174,OH,Hamilton,Deed,n/a,7/16/2015,6/22/2015,19
12173,OH,Hamilton,Deed,n/a,7/23/2015,6/22/2015,19
14519,OH,Hamilton,Deed,n/a,4/7/2016,3/18/2016,19
14518,OH,Hamilton,Deed,n/a,4/21/2016,3/18/2016,20
7294,OH,Hamilton,Lien,n/a,2/27/2014,2/11/2014,20
7293,OH,Hamilton,Lien,n/a,3/6/2014,2/11/2014,20
7291,OH,Hamilton,Lien,n/a,3/13/2014,2/11/2014,14
11189,OH,Hamilton,Lien,n/a,4/23/2015,3/17/2015,6
11596,OH,Hamilton,n/a,n/a,5/7/2015,5/1/2015,16
11594,OH,Hamilton,n/a,n/a,5/14/2015,5/1/2015,20
11592,OH,Hamilton,n/a,n/a,5/21/2015,5/1/2015,19
11590,OH,Hamilton,n/a,n/a,5/28/2015,5/1/2015,24
